chrIII_1012_1020	-1.769839	0.594073	1.056643	1.561545	0.668446	0.159925	-0.606096	-0.536095	-0.251399	-0.877202
chrIII_107950_107958	-0.920164	1.143634	1.139502	1.240895	0.673159	0.069627	-0.185109	-0.809676	-0.95956	-1.392309
chrIII_114359_114360		-0.754902	-0.792766	-0.708624	-0.794229	-0.765785	0.412709	0.614921	0.826246	1.96243
chrIII_120616_120634	-1.171145	0.552034	0.878729	1.477709	0.989071	0.473515	-0.155717	-0.895407	-0.950361	-1.198427
chrIII_122616_122688	-0.942659	-0.786425	-0.659825	-0.519108	-0.612698	-0.694876	0.175953	0.858875	1.36391	1.816854
chrIII_122726_122727			-0.659478	-0.770757	-0.844108	-0.704928	-0.069459	0.177922	0.885706	1.985101
chrIII_122801_122811	-0.974056	-0.750511	-0.718111	-0.649916	-0.509405	-0.767709	0.558006	0.668141	1.53836	1.605201
chrIII_122857_122859	-0.945015	-0.862696	-0.616875	-0.638134	-0.377613	-0.846294	0.219144	1.036201	1.521763	1.509519
chrIII_122897_122905	-1.190028	-0.711673	-0.732995	-0.394756	-0.532203	-0.686628	0.271086	1.536696	1.549338	0.891164
chrIII_123174_123183		-0.928896	-0.743729	-0.750316	-0.711771	-0.754856	0.157691	0.81965	1.516929	1.395298
chrIII_123549_123572	-1.070819	-0.658167	-0.5779	-0.701635	-0.570548	-0.57675	0.133752	0.976601	1.118588	1.926878
chrIII_123617_123638	-0.965155	-0.517896	-0.379158	-0.354905	-0.452554	-0.598018	-0.224816	0.524839	0.425861	2.541801
chrIII_123700_123736	-1.723173	-0.685522	-0.518065	-0.239995	-0.14183	-0.762207	0.481146	1.39539	0.942735	1.251521
chrIII_123798_123896	-1.280901	1.266717	0.807381	1.248178	0.572511	-0.255317	0.245109	-0.187097	-0.946627	-1.469955
chrIII_123937_123953	-1.21034	-0.763562	-0.657864	-0.459445	-0.685009	-0.602486	1.063439	1.706297	1.068309	0.540661
chrIII_123984_123998	-0.446124	1.541379	1.059489	1.08775	0.542711	0.084148	-0.756833	-0.955872	-1.024774	-1.131875
chrIII_124159_124192	-1.217986	1.046546	1.097231	1.114752	0.887267	0.415412	-0.525846	-0.772078	-0.863567	-1.181731
chrIII_125102_125103	-0.967935	-1.125333	-0.488251	-0.55396	-0.233119	-0.949863	1.09397	0.463843	1.570549	1.1901
chrIII_125154_125155		-1.203047	-0.650289	-0.127092	-0.33125	-0.794942	-0.530938	1.879851	0.954653	0.803053
chrIII_125344_125345		-1.585245		-1.312813	-0.298224	0.093426	0.565433	0.483117	0.990754	1.063553
chrIII_125470_125479	-1.028244	-0.994591	-0.496862	-0.526587	-0.444313	-0.708524	0.249479	0.818925	1.784844	1.345872
chrIII_125509_125523	-1.560612	0.906439	1.095582	1.259109	0.620793	-0.383681	0.341562	-0.433008	-0.466884	-1.3793
chrIII_125691_125692	-1.664213	-0.144468	0.716676	-1.017202	-0.348504	-0.787896	0.675426	1.09776	1.502263	-0.029841
chrIII_127643_127644							-0.654523	-0.564646	-0.259205	1.478373
chrIII_127858_127866	-0.840202	-0.772267	-0.713702	-0.408052	-0.605107	-0.707864	0.144927	0.578311	1.29132	2.032636
chrIII_127919_127921	-0.86012	-0.815769	-0.635843	-0.421973	-0.505428	-0.716259	-0.073825	0.707788	1.327913	1.993516
chrIII_127965_127967		-0.968957	-0.737976	-0.732029	-0.661189	-0.716994	-0.020789	1.002454	1.462886	1.372593
chrIII_131664_131680	-0.712517	-0.677734	-0.608245	-0.516189	-0.440705	-0.566675	-0.216959	0.434792	0.882	2.422231
chrIII_131733_131746	-0.758625	-0.635507	-0.468093	-0.477801	-0.49855	-0.622324	-0.212321	0.315466	0.918775	2.438981
chrIII_132259_132270	-0.827268	0.991864	1.134279	1.345042	0.871944	0.135443	-0.736609	-1.142091	-1.026754	-0.74585
chrIII_133587_133612	-0.870105	-0.703961	-0.389177	-0.449508	-0.504015	-0.777133	0.255208	0.034359	1.121295	2.283037
chrIII_133648_133654	-0.775764	-0.776832		-0.593402	-0.592569	-0.684136	-0.254525	0.835904	0.779048	2.062276
chrIII_137012_137027	-1.252423	1.295623	-0.182687	1.519539	0.130448	0.987932	0.061927	-0.530304	-0.825588	-1.204469
chrIII_137175_137219	-1.256919	0.709131	0.994406	1.235404	1.074688	0.335767	-0.358254	-0.41273	-0.895062	-1.42643
chrIII_137254_137269	-1.038449	-0.901811	-0.679593	-0.553966	-0.466015	-0.626804	0.13498	1.263249	1.463165	1.405244
chrIII_137304_137312	-1.117483	-0.794369	-0.807553	-0.434114	-0.621994	-0.637244	0.60939	0.94617	1.16566	1.691538
chrIII_137344_137372	-1.25171	-0.773088	-0.673814	-0.478728	-0.506815	-0.724272	0.602769	0.94329	1.534188	1.328179
chrIII_137406_137486	-1.660708	-0.609415	-0.582287	-0.238044	-0.388092	-0.652496	0.397985	1.371975	1.368302	0.992781
chrIII_137534_137543	-1.920296	-0.663429	0.154674	-0.001013	0.489573	-1.020068	0.600141	1.115232	1.393638	-0.148452
chrIII_137650_137651	-0.845215	0.195227	0.167476	-0.830611	2.366397	-0.789183	0.065582	0.187477	-0.517151	
chrIII_147232_147251	-0.532549	1.263725	1.281099	0.992788	0.711714	0.220783	-0.818626	-0.940096	-1.019882	-1.158955
chrIII_147394_147422	-0.948494	0.878548	1.403185	1.087334	0.750612	0.462416	-0.712704	-0.952573	-0.829974	-1.13835
chrIII_147571_147576	-1.512563	0.288112	1.081639	0.843571	1.182967	1.050402	-0.614742	-0.806795	-0.566503	-0.946088
chrIII_147752_147782	-0.747061	0.806463	1.144867	1.227609	1.063152	0.331039	-0.76817	-0.903874	-1.018249	-1.135777
chrIII_147865_147866	-1.254432	-0.924608	-0.821748	-0.488708	1.224813	-0.614942	1.215559	1.511581	0.12619	0.026296
chrIII_148034_148035	-1.461094	0.758892	1.428042	0.018018	1.376289	-0.372324	-0.041172	-1.220361	0.308056	-0.794346
chrIII_157661_157663		-0.77347	-0.853663	-0.689457	-0.686657	-0.877529	0.266848	0.631338	1.352764	1.629826
chrIII_157705_157744	-0.841555	-0.799264	-0.689941	-0.530319	-0.580082	-0.718179	0.13577	0.801658	1.301128	1.920783
chrIII_157907_157908			-0.981214					-0.720411	0.663108	1.038516
chrIII_157958_157959		-0.90016	-0.764481				-0.582559	0.170967	0.302826	1.773407
chrIII_163438_163439		-0.614672	-0.999032	-0.059307	-0.806415	-1.251464	0.690174	0.336067	1.632759	1.071889
chrIII_163515_163517	-2.091921	-0.525867	-0.553723	0.099856	0.059257	-0.097242	1.702778	0.991723	0.363523	0.051617
chrIII_163582_163583	-0.400644	-0.762801	-0.933464		-0.940055		0.859507	-0.440462	1.576403	1.041516
chrIII_163614_163665	-0.905327	-0.800835	-0.693036	-0.637382	-0.524988	-0.699427	0.368783	0.853045	1.069174	1.96999
chrIII_163698_163740	-1.670259	-0.977604	-0.57195	-0.122798	0.036153	-0.413162	1.595355	1.321723	0.652433	0.150109
chrIII_163807_163817	-1.008206	-0.793367	-0.794086	-0.530158	-0.692073	-0.618243	0.606578	1.740627	1.073908	1.015019
chrIII_163891_163892	-1.518931	-0.506873	-0.239837	-1.071238	0.164449	-0.617203	0.480943	1.24192	0.357577	1.709192
chrIII_168294_168303	-1.517938	-0.70428	-0.498815	0.060556	-0.25946	-0.460298	1.996909	1.243864	0.318334	-0.178871
chrIII_169545_169546		0.487211		-0.930939	0.414772	-1.263903	1.484166	-0.783938	1.04917	-0.456539
chrIII_178352_178359	-1.55883	-0.432827	-0.046547	-0.178465	0.16347	-0.246255	-0.828241	-0.082944	1.150149	2.060491
chrIII_178412_178414	-1.831835	0.081666	1.150567	1.254643	0.910056	-0.743422	-0.336883	0.548204	-0.970007	-0.062989
chrIII_178530_178546	-1.268994	0.712607	1.256449	0.93746	1.314691	0.265363	-0.968896	-0.772065	-0.722813	-0.753802
chrIII_178896_178992	-0.413868	1.299247	1.279788	0.966143	0.809778	0.009943	-0.905044	-0.994356	-1.002382	-1.049248
chrIII_179111_179156	-1.090696	0.753647	0.897477	1.319995	0.843419	0.752118	-0.40252	-0.834646	-0.956988	-1.281806
chrIII_179292_179345	-0.416465	1.357703	1.295488	0.908826	0.751969	0.050539	-0.898907	-0.979878	-1.0047	-1.064574
chrIII_179492_179530	-1.007925	1.07315	0.969705	1.132808	0.974649	0.481386	-0.620952	-0.902449	-0.946734	-1.153638
chrIII_179674_179696	-0.846362	0.758232	1.195478	1.008526	1.095224	0.614342	-0.829675	-0.972232	-0.96386	-1.059674
chrIII_186155_186156		-0.756365	-1.951307	1.44619	0.135034	0.636307	0.773815	0.436307	-0.190599	-0.529382
chrIII_197358_197369	-1.555399	0.511611	0.941319	1.429311	0.944159	-0.064123	0.17514	-0.6122	-0.373618	-1.3962
chrIII_202630_202631	-0.610855	-0.822115		-0.748453	-0.801571		-0.240602	0.274208	1.110163	1.839224
chrIII_205520_205556	-1.320451	0.015046	0.683805	1.449743	1.213703	0.701728	-0.004732	-0.622982	-0.840236	-1.275624
chrIII_205689_205754	-1.31519	0.235916	0.76604	1.457827	1.126254	0.607984	-0.06372	-0.631107	-0.895586	-1.288417
chrIII_205922_205923	-0.860488	0.704741	0.564806	0.610395	1.385503	1.118381	-0.668904	-1.154955	-0.268598	-1.430881
chrIII_211745_211759	-2.004131	-0.776096	-0.577388	0.331465	-0.291023	-0.396315	0.704722	1.050783	1.277741	0.680242
chrIII_211824_211825	-1.022644	-0.887065	-0.178757	-0.680709	-0.447682	-1.024936	0.243623	1.307274	1.47254	1.218356
chrIII_213740_213761	-1.474966	0.545128	1.142828	1.51455	0.744522	0.368809	-0.395512	-0.664245	-0.727419	-1.053695
chrIII_213962_213979	-0.805506	1.075669	1.128108	1.267254	0.773318	0.342218	-0.806924	-0.976109	-1.013698	-0.98433
chrIII_216524_216537		-0.785261	-0.871197	-0.358854	-0.378948	-0.602243	-0.266288	0.225568	0.726413	2.31081
chrIII_225273_225281	-0.994448	-0.741585	-0.628898	-0.6333	-0.547911	-0.625663	0.058906	0.914878	1.502196	1.695823
